Capítulo,Versículo,Texto
58.0,2.0,الذين يظاهرون منكم من نسائهم ما هن امهاتهم ۖ ان امهاتهم الا اللائي ولدنهم ۚ وانهم ليقولون منكرا من القول وزورا ۚ وان الله لعفو غفور
58.0,3.0,والذين يظاهرون من نسائهم ثم يعودون لما قالوا فتحرير رقبه من قبل ان يتماسا ۚ ذلكم توعظون به ۚ والله بما تعملون خبير
58.0,4.0,فمن لم يجد فصيام شهرين متتابعين من قبل ان يتماسا ۖ فمن لم يستطع فاطعام ستين مسكينا ۚ ذلك لتؤمنوا بالله ورسوله ۚ وتلك حدود الله ۗ وللكافرين عذاب اليم
58.0,5.0,ان الذين يحادون الله ورسوله كبتوا كما كبت الذين من قبلهم ۚ وقد انزلنا ايات بينات ۚ وللكافرين عذاب مهين
58.0,6.0,يوم يبعثهم الله جميعا فينبئهم بما عملوا ۚ احصاه الله ونسوه ۚ والله علي كل شيء شهيد
58.0,7.0,الم تر ان الله يعلم ما في السماوات وما في الارض ۖ ما يكون من نجوي ثلاثه الا هو رابعهم ولا خمسه الا هو سادسهم ولا ادني من ذلك ولا اكثر الا هو معهم اين ما كانوا ۖ ثم ينبئهم بما عملوا يوم القيامه ۚ ان الله بكل شيء عليم
58.0,8.0,الم تر الي الذين نهوا عن النجوي ثم يعودون لما نهوا عنه ويتناجون بالاثم والعدوان ومعصيت الرسول واذا جاءوك حيوك بما لم يحيك به الله ويقولون في انفسهم لولا يعذبنا الله بما نقول ۚ حسبهم جهنم يصلونها ۖ فبئس المصير
58.0,9.0,يا ايها الذين امنوا اذا تناجيتم فلا تتناجوا بالاثم والعدوان ومعصيت الرسول وتناجوا بالبر والتقوي ۖ واتقوا الله الذي اليه تحشرون
58.0,10.0,انما النجوي من الشيطان ليحزن الذين امنوا وليس بضارهم شيئا الا باذن الله ۚ وعلي الله فليتوكل المؤمنون
58.0,11.0,يا ايها الذين امنوا اذا قيل لكم تفسحوا في المجالس فافسحوا يفسح الله لكم ۖ واذا قيل انشزوا فانشزوا يرفع الله الذين امنوا منكم والذين اوتوا العلم درجات ۚ والله بما تعملون خبير
58.0,12.0,يا ايها الذين امنوا اذا ناجيتم الرسول فقدموا بين يدي نجواكم صدقه ۚ ذلك خير لكم واطهر ۚ فان لم تجدوا فان الله غفور رحيم
58.0,13.0,ااشفقتم ان تقدموا بين يدي نجواكم صدقات ۚ فاذ لم تفعلوا وتاب الله عليكم فاقيموا الصلاه واتوا الزكاه واطيعوا الله ورسوله ۚ والله خبير بما تعملون
58.0,14.0,الم تر الي الذين تولوا قوما غضب الله عليهم ما هم منكم ولا منهم ويحلفون علي الكذب وهم يعلمون
58.0,15.0,اعد الله لهم عذابا شديدا ۖ انهم ساء ما كانوا يعملون
58.0,16.0,اتخذوا ايمانهم جنه فصدوا عن سبيل الله فلهم عذاب مهين
58.0,17.0,لن تغني عنهم اموالهم ولا اولادهم من الله شيئا ۚ اولئك اصحاب النار ۖ هم فيها خالدون
58.0,18.0,يوم يبعثهم الله جميعا فيحلفون له كما يحلفون لكم ۖ ويحسبون انهم علي شيء ۚ الا انهم هم الكاذبون
58.0,19.0,استحوذ عليهم الشيطان فانساهم ذكر الله ۚ اولئك حزب الشيطان ۚ الا ان حزب الشيطان هم الخاسرون
58.0,20.0,ان الذين يحادون الله ورسوله اولئك في الاذلين
58.0,21.0,كتب الله لاغلبن انا ورسلي ۚ ان الله قوي عزيز
58.0,22.0,لا تجد قوما يؤمنون بالله واليوم الاخر يوادون من حاد الله ورسوله ولو كانوا اباءهم او ابناءهم او اخوانهم او عشيرتهم ۚ اولئك كتب في قلوبهم الايمان وايدهم بروح منه ۖ ويدخلهم جنات تجري من تحتها الانهار خالدين فيها ۚ رضي الله عنهم ورضوا عنه ۚ اولئك حزب الله ۚ الا ان حزب الله هم المفلحون
59.0,1.0,بسم الله الرحمن الرحيم سبح لله ما في السماوات وما في الارض ۖ وهو العزيز الحكيم
59.0,2.0,هو الذي اخرج الذين كفروا من اهل الكتاب من ديارهم لاول الحشر ۚ ما ظننتم ان يخرجوا ۖ وظنوا انهم مانعتهم حصونهم من الله فاتاهم الله من حيث لم يحتسبوا ۖ وقذف في قلوبهم الرعب ۚ يخربون بيوتهم بايديهم وايدي المؤمنين فاعتبروا يا اولي الابصار
59.0,3.0,ولولا ان كتب الله عليهم الجلاء لعذبهم في الدنيا ۖ ولهم في الاخره عذاب النار
59.0,4.0,ذلك بانهم شاقوا الله ورسوله ۖ ومن يشاق الله فان الله شديد العقاب
59.0,5.0,ما قطعتم من لينه او تركتموها قائمه علي اصولها فباذن الله وليخزي الفاسقين
59.0,6.0,وما افاء الله علي رسوله منهم فما اوجفتم عليه من خيل ولا ركاب ولكن الله يسلط رسله علي من يشاء ۚ والله علي كل شيء قدير
59.0,7.0,ما افاء الله علي رسوله من اهل القري فلله وللرسول ولذي القربي واليتامي والمساكين وابن السبيل كي لا يكون دوله بين الاغنياء منكم ۚ وما اتاكم الرسول فخذوه وما نهاكم عنه فانتهوا ۚ واتقوا الله ۖ ان الله شديد العقاب
59.0,8.0,للفقراء المهاجرين الذين اخرجوا من ديارهم واموالهم يبتغون فضلا من الله ورضوانا وينصرون الله ورسوله ۚ اولئك هم الصادقون
59.0,9.0,والذين تبوءوا الدار والايمان من قبلهم يحبون من هاجر اليهم ولا يجدون في صدورهم حاجه مما اوتوا ويؤثرون علي انفسهم ولو كان بهم خصاصه ۚ ومن يوق شح نفسه فاولئك هم المفلحون
59.0,10.0,والذين جاءوا من بعدهم يقولون ربنا اغفر لنا ولاخواننا الذين سبقونا بالايمان ولا تجعل في قلوبنا غلا للذين امنوا ربنا انك رءوف رحيم
59.0,11.0,الم تر الي الذين نافقوا يقولون لاخوانهم الذين كفروا من اهل الكتاب لئن اخرجتم لنخرجن معكم ولا نطيع فيكم احدا ابدا وان قوتلتم لننصرنكم والله يشهد انهم لكاذبون
59.0,12.0,لئن اخرجوا لا يخرجون معهم ولئن قوتلوا لا ينصرونهم ولئن نصروهم ليولن الادبار ثم لا ينصرون
59.0,13.0,لانتم اشد رهبه في صدورهم من الله ۚ ذلك بانهم قوم لا يفقهون
59.0,14.0,لا يقاتلونكم جميعا الا في قري محصنه او من وراء جدر ۚ باسهم بينهم شديد ۚ تحسبهم جميعا وقلوبهم شتي ۚ ذلك بانهم قوم لا يعقلون
59.0,15.0,كمثل الذين من قبلهم قريبا ۖ ذاقوا وبال امرهم ولهم عذاب اليم
59.0,16.0,كمثل الشيطان اذ قال للانسان اكفر فلما كفر قال اني بريء منك اني اخاف الله رب العالمين
59.0,17.0,فكان عاقبتهما انهما في النار خالدين فيها ۚ وذلك جزاء الظالمين
59.0,18.0,يا ايها الذين امنوا اتقوا الله ولتنظر نفس ما قدمت لغد ۖ واتقوا الله ۚ ان الله خبير بما تعملون
59.0,19.0,ولا تكونوا كالذين نسوا الله فانساهم انفسهم ۚ اولئك هم الفاسقون
59.0,20.0,لا يستوي اصحاب النار واصحاب الجنه ۚ اصحاب الجنه هم الفائزون
59.0,21.0,لو انزلنا هذا القران علي جبل لرايته خاشعا متصدعا من خشيه الله ۚ وتلك الامثال نضربها للناس لعلهم يتفكرون
59.0,22.0,هو الله الذي لا اله الا هو ۖ عالم الغيب والشهاده ۖ هو الرحمن الرحيم
59.0,23.0,هو الله الذي لا اله الا هو الملك القدوس السلام المؤمن المهيمن العزيز الجبار المتكبر ۚ سبحان الله عما يشركون
59.0,24.0,هو الله الخالق البارئ المصور ۖ له الاسماء الحسني ۚ يسبح له ما في السماوات والارض ۖ وهو العزيز الحكيم
60.0,1.0,بسم الله الرحمن الرحيم يا ايها الذين امنوا لا تتخذوا عدوي وعدوكم اولياء تلقون اليهم بالموده وقد كفروا بما جاءكم من الحق يخرجون الرسول واياكم ۙ ان تؤمنوا بالله ربكم ان كنتم خرجتم جهادا في سبيلي وابتغاء مرضاتي ۚ تسرون اليهم بالموده وانا اعلم بما اخفيتم وما اعلنتم ۚ ومن يفعله منكم فقد ضل سواء السبيل
60.0,2.0,ان يثقفوكم يكونوا لكم اعداء ويبسطوا اليكم ايديهم والسنتهم بالسوء وودوا لو تكفرون
60.0,3.0,لن تنفعكم ارحامكم ولا اولادكم ۚ يوم القيامه يفصل بينكم ۚ والله بما تعملون بصير
60.0,4.0,قد كانت لكم اسوه حسنه في ابراهيم والذين معه اذ قالوا لقومهم انا براء منكم ومما تعبدون من دون الله كفرنا بكم وبدا بيننا وبينكم العداوه والبغضاء ابدا حتي تؤمنوا بالله وحده الا قول ابراهيم لابيه لاستغفرن لك وما املك لك من الله من شيء ۖ ربنا عليك توكلنا واليك انبنا واليك المصير
60.0,5.0,ربنا لا تجعلنا فتنه للذين كفروا واغفر لنا ربنا ۖ انك انت العزيز الحكيم
60.0,6.0,لقد كان لكم فيهم اسوه حسنه لمن كان يرجو الله واليوم الاخر ۚ ومن يتول فان الله هو الغني الحميد
60.0,7.0,عسي الله ان يجعل بينكم وبين الذين عاديتم منهم موده ۚ والله قدير ۚ والله غفور رحيم
60.0,8.0,لا ينهاكم الله عن الذين لم يقاتلوكم في الدين ولم يخرجوكم من دياركم ان تبروهم وتقسطوا اليهم ۚ ان الله يحب المقسطين
60.0,9.0,انما ينهاكم الله عن الذين قاتلوكم في الدين واخرجوكم من دياركم وظاهروا علي اخراجكم ان تولوهم ۚ ومن يتولهم فاولئك هم الظالمون
60.0,10.0,يا ايها الذين امنوا اذا جاءكم المؤمنات مهاجرات فامتحنوهن ۖ الله اعلم بايمانهن ۖ فان علمتموهن مؤمنات فلا ترجعوهن الي الكفار ۖ لا هن حل لهم ولا هم يحلون لهن ۖ واتوهم ما انفقوا ۚ ولا جناح عليكم ان تنكحوهن اذا اتيتموهن اجورهن ۚ ولا تمسكوا بعصم الكوافر واسالوا ما انفقتم وليسالوا ما انفقوا ۚ ذلكم حكم الله ۖ يحكم بينكم ۚ والله عليم حكيم
60.0,11.0,وان فاتكم شيء من ازواجكم الي الكفار فعاقبتم فاتوا الذين ذهبت ازواجهم مثل ما انفقوا ۚ واتقوا الله الذي انتم به مؤمنون
60.0,12.0,يا ايها النبي اذا جاءك المؤمنات يبايعنك علي ان لا يشركن بالله شيئا ولا يسرقن ولا يزنين ولا يقتلن اولادهن ولا ياتين ببهتان يفترينه بين ايديهن وارجلهن ولا يعصينك في معروف ۙ فبايعهن واستغفر لهن الله ۖ ان الله غفور رحيم
60.0,13.0,يا ايها الذين امنوا لا تتولوا قوما غضب الله عليهم قد يئسوا من الاخره كما يئس الكفار من اصحاب القبور
61.0,1.0,بسم الله الرحمن الرحيم سبح لله ما في السماوات وما في الارض ۖ وهو العزيز الحكيم
61.0,2.0,يا ايها الذين امنوا لم تقولون ما لا تفعلون
61.0,3.0,كبر مقتا عند الله ان تقولوا ما لا تفعلون
61.0,4.0,ان الله يحب الذين يقاتلون في سبيله صفا كانهم بنيان مرصوص
